comment,Sentiment,processed,sentiment_fix
笑嘻了,2,笑嘻了,0
90后表示已经不打算要孩子了,0,90后表示已经不打算要孩子了,0
快乐,0,快乐,0
不够低，你看现在全国的   出    生  还是蛮多的嘛,0,不够低你看现在全国的   出    生  还是蛮多的嘛,0
这都是女性角度，男的呢？,0,这都是女性角度男的呢,0.5
，不管男女，我也不会再考虑二胎,0,不管男女我也不会再考虑二胎,0
保护,0,保护,0
还是卷的太厉害了，累,0,还是卷的太厉害了累,0
单身的我可真的是太快乐了  不用担心各种所谓的情人节这些,0,单身的我可真的是太快乐了  不用担心各种所谓的情人节这些,0
生娃养娃真的累，还怕教不好，成滥生无辜,0,生娃养娃真的累还怕教不好成滥生无辜,0.5
潮汕人表示讚同,2,潮汕人表示讚同,0
太多了 ，蠢猪还是太多了,0,太多了 蠢猪还是太多了,0.5
结不起，都快活不起了,0,结不起都快活不起了,0
离婚人数呢？？恐怕是10连涨了吧。,0,离婚人数呢恐怕是10连涨了吧,0.5
我不想结婚不想上班,0,我不想结婚不想上班,0
哈哈哈哈哈,2,哈哈哈哈哈,0.5
岂不美哉,2,岂不美哉,0
自己都过的不好我还在乎以后的人？,0,自己都过的不好我还在乎以后的人,0
不在乎,0,不在乎,0
也是我的看法,2,也是我的看法,0
保护,0,保护,0
客观的,0,客观的,0
好,2,好,0
别乱用标签指代地区，显得你很low,0,别乱用标签指代地区显得你很low,0
淦，一年800万少吗，比许多国家总人口都多了,0,淦一年800万少吗比许多国家总人口都多了,0.5
快乐啊,0,快乐啊,0
保护,0,保护,0
没毛病,0,没毛病,0
领退休证的那天也是我领结婚证的那天,2,领退休证的那天也是我领结婚证的那天,0.5
还有隐形的攻击，这些也是杀死年轻人动力的元凶,0,还有隐形的攻击这些也是杀死年轻人动力的元凶,1
总和生育率还是高于韩国的 但也不会太久了,0,总和生育率还是高于韩国的 但也不会太久了,0
保护,0,保护,0
评论结婚年龄这个数据是有迷惑性的 里面包含了再婚人年龄,0,评论结婚年龄这个数据是有迷惑性的 里面包含了再婚人年龄,1
哈哈哈,2,哈哈哈,0.5
确实啊,0,确实啊,0
真实,2,真实,0.5
全中国几十亿人我还嫌多得爆呢 ,2,全中国几十亿人我还嫌多得爆呢 ,0
还是太高了，还有下降空间~,0,还是太高了还有下降空间,0
真的快乐,0,真的快乐,0
腰斩,0,腰斩,0
银行吧……,0,银行吧,0
最起码，我现在是快乐的,0,最起码我现在是快乐的,0
确实,0,确实,0
好好好,0,好好好,0
扯淡,0,扯淡,0
关我屁事,0,关我屁事,0
活到父母去，没了牵挂就和世界说再见,2,活到父母去没了牵挂就和世界说再见,1
保护,0,保护,0
保护,0,保护,0
80后被薅秃的一代,0,80后被薅秃的一代,0
主要还是成本高，自己收益小,0,主要还是成本高自己收益小,1
我的快乐你根本想象不到,0,我的快乐你根本想象不到,0
保护,0,保护,0
你听听那些专家说的话有逻辑吗？是人话吗？,0,你听听那些专家说的话有逻辑吗是人话吗,1
真的快乐,0,真的快乐,0
我们都是冠军,2,我们都是冠军,1
up主在迎合并强化年轻人这种意识，这也是一种PUA。,2,up主在迎合并强化年轻人这种意识这也是一种PUA,1
生女儿,2,生女儿,0.5
觉醒了,0,觉醒了,0
我90后，不婚主义者,0,我90后不婚主义者,0
没错啊，不接受pua,0,没错啊不接受pua,0.5
谁要儿子啊，生个女儿多可爱,2,谁要儿子啊生个女儿多可爱,1
赢,2,赢,0
第二突然失去主语,0,第二突然失去主语,0
结了婚的大多数都会有那么一刻，后悔,0,结了婚的大多数都会有那么一刻后悔,0
不要彩礼，你也养不起娃，养一个娃要几百万，和那几万彩礼比起来算什么,0,不要彩礼你也养不起娃养一个娃要几百万和那几万彩礼比起来算什么,1
老快乐了,0,老快乐了,0
不结婚不代表不交男女朋友,0,不结婚不代表不交男女朋友,0
以前强迫引产,0,以前强迫引产,0
说得太好了,2,说得太好了,0
人还是太多,2,人还是太多,0
加油继续追男孩,2,加油继续追男孩,1
漂亮,2,漂亮,0.5
真的说得很好，很少看到这么好的片子和解说,2,真的说得很好很少看到这么好的片子和解说,1
666,1,666,0
我们家就在我这一带结束吧,2,我们家就在我这一带结束吧,0
觉醒年代,2,觉醒年代,0
倒也不会扛,0,倒也不会扛,0
也是我们每个人的看法，不用保守,2,也是我们每个人的看法不用保守,0.5
您可真幽默,2,您可真幽默,0
都30岁了没强大的竞争力谁要你啊。,0,都30岁了没强大的竞争力谁要你啊,0.5
庆幸，我家不是,0,庆幸我家不是,1
保护,0,保护,0
很快乐啊！,0,很快乐啊,0
好啊，减啊,2,好啊减啊,0.5
太好了,2,太好了,0
不快乐呀,0,不快乐呀,0
不得不投币了,0,不得不投币了,0
真的快乐啊,0,真的快乐啊,0
那就让干的人多干点呢,0,那就让干的人多干点呢,0
耶,2,耶,0
事实,0,事实,0
怎么还有这么多,0,怎么还有这么多,0
加油！,2,加油,1
哈哈哈太真实了,2,哈哈哈太真实了,0.5
35就退休了,0,35就退休了,0
男女不都一样,0,男女不都一样,0
不不不，不是找不到爱情，其实是大家都自私而已。没啥伟大的，本来就有人是要被淘汰的，包括我。,0,不不不不是找不到爱情其实是大家都自私而已没啥伟大的本来就有人是要被淘汰的包括我,0
这是好事,2,这是好事,0
人工智能 机器人,2,人工智能 机器人,0
保护,0,保护,0
对的,2,对的,0
快乐,0,快乐,0
俺也一样,2,俺也一样,0
也是我的,2,也是我的,0
保护,0,保护,0
说明力度还是轻了,0,说明力度还是轻了,0
冷漠又热心的看完,2,冷漠又热心的看完,0.5
打工人有什么尊严,0,打工人有什么尊严,1
你不生有的是人生(doge,0,你不生有的是人生doge,0.5
相信后人的智慧,2,相信后人的智慧,1
结婚干毛线，单身狗快乐的一批,0,结婚干毛线单身狗快乐的一批,0
我妈：你不过就是上了点班，竟然不想吃婚育的苦？,0,我妈你不过就是上了点班竟然不想吃婚育的苦,0
好好好,0,好好好,0
但我说句实话，因为自己能力不够怕小孩吃苦也是一种懦弱，你不能让他成为富二代吗？,0,但我说句实话因为自己能力不够怕小孩吃苦也是一种懦弱你不能让他成为富二代吗,0
好的,2,好的,0
呵呵，专家,2,呵呵专家,0.5
聪明了,2,聪明了,0
好事,2,好事,0
清醒又怎样，糊涂又怎样，对我有影响吗？,0,清醒又怎样糊涂又怎样对我有影响吗,0.5
那是真的快乐,0,那是真的快乐,0
也是我的看法,2,也是我的看法,0
还是太多了,0,还是太多了,0
保护,0,保护,0
保护,0,保护,0
也不单单这俩地方吧，大部分地方都是这样,0,也不单单这俩地方吧大部分地方都是这样,0
非常的快乐,0,非常的快乐,0
我不生，有的是人生,2,我不生有的是人生,0.5
其实还有一个就是性观念的开放可以使人享受而不需要付出,2,其实还有一个就是性观念的开放可以使人享受而不需要付出,1
能活着就行了  结婚梦中相见,2,能活着就行了  结婚梦中相见,1
大胆！,2,大胆,0.5
相当的快乐~ 毫无压力,0,相当的快乐 毫无压力,0
稳定度-80%,2,稳定度80,0
你快乐吗我很快乐,0,你快乐吗我很快乐,0
那我不生也没关系,0,那我不生也没关系,0
保护,0,保护,0
保护,0,保护,0
6666666,2,6666666,0
八十万都多,2,八十万都多,0
快乐啊,0,快乐啊,0
保护顺便投币,0,保护顺便投币,0
对的,2,对的,0
我做这个决定的时候真后悔 后悔没有早点决定,0,我做这个决定的时候真后悔 后悔没有早点决定,0
真的挺好的,2,真的挺好的,0.5
成都地,2,成都地,0
太快乐了,0,太快乐了,0
确实,0,确实,0
依然卷，会更卷,2,依然卷会更卷,0
直接转发家庭群怼爸妈脸上,0,直接转发家庭群怼爸妈脸上,0
无敌快乐,0,无敌快乐,0
好好好,0,好好好,0
也是我的看法,2,也是我的看法,0
干得漂亮,2,干得漂亮,0.5
一个冷知识，在网上打女拳的不一定是女的,0,一个冷知识在网上打女拳的不一定是女的,0
清醒！！！！！！！过来人说的！！,0,清醒过来人说的,0.5
遥遥领先,2,遥遥领先,1
投币,0,投币,0
我就是这么想的,2,我就是这么想的,0
86年的 未婚,2,86年的 未婚,1
《说白了就是知道的事多了人就会麻木的》,2,说白了就是知道的事多了人就会麻木的,0.5
没有吧,0,没有吧,0
太敢说了，支持,2,太敢说了支持,0
你以为我们不想两个人的快乐吗，但承担不了啊。,0,你以为我们不想两个人的快乐吗但承担不了啊,0
压力大，不安，心里没底，清醒，摆烂。,0,压力大不安心里没底清醒摆烂,1
窒息……救命,0,窒息救命,0.5
谁弱谁有理,0,谁弱谁有理,0.5
不过我觉得小孩子还是挺可爱的,0,不过我觉得小孩子还是挺可爱的,1
说的很对,2,说的很对,0
至少现在还没痛苦,0,至少现在还没痛苦,0
俺老孙头都要炸了,0,俺老孙头都要炸了,0
师傅别念了,2,师傅别念了,0
钱啊，还有什么？,0,钱啊还有什么,0
保护,0,保护,0
这个眼睛好好看,0,这个眼睛好好看,0
快乐呀,0,快乐呀,0
真的是“遥遥领先”,0,真的是遥遥领先,1
遥遥领先,2,遥遥领先,1
想谈恋爱就谈恋爱，想单身就单身,2,想谈恋爱就谈恋爱想单身就单身,0
生一个孩子给二十万试试,0,生一个孩子给二十万试试,0.5
吃饱撑的。。,2,吃饱撑的,0
绝不滥生无辜,0,绝不滥生无辜,0
老龄化基数也在变大的,2,老龄化基数也在变大的,0.5
还有这么多结婚的，不错啊,2,还有这么多结婚的不错啊,1
保护,0,保护,0
将近700万对结婚呢，1400万人呢，还嫌少啊,1,将近700万对结婚呢1400万人呢还嫌少啊,0.5
社会总是要进步的，教育水平到位了应该是好事，还要回退精英教育？,0,社会总是要进步的教育水平到位了应该是好事还要回退精英教育,0.5
我初中就知道这个道理了，反正我做和不做都是被骂，那我不做还更自在，被骂的心安理得,0,我初中就知道这个道理了反正我做和不做都是被骂那我不做还更自在被骂的心安理得,0
我们厂门口那些摆摊的，人均二孩三孩,0,我们厂门口那些摆摊的人均二孩三孩,0
保护,0,保护,0
精英教育和职业教育细分啊，大学生满地走有什么实际意义吗,1,精英教育和职业教育细分啊大学生满地走有什么实际意义吗,1
其实从数学概率上来说，出生性别比男孩高，恰恰说明大家想要的是女孩,2,其实从数学概率上来说出生性别比男孩高恰恰说明大家想要的是女孩,1
那可是相当快乐,0,那可是相当快乐,0
啊这，现在不应该是生男远不如生女吗？,0,啊这现在不应该是生男远不如生女吗,0
好耶！,2,好耶,0
保护,0,保护,0
保护,0,保护,0
保护,0,保护,0
对！我不想我的孩子走我的老路,0,对我不想我的孩子走我的老路,0
感觉单身没有什么太困扰我的问题，如果能和盆友们住近点就完美了,0,感觉单身没有什么太困扰我的问题如果能和盆友们住近点就完美了,0
那我可太快乐了,0,那我可太快乐了,0
襄阳人未婚打卡,2,襄阳人未婚打卡,0.5
遥遥领先,2,遥遥领先,1
妈呀真敢说，保护,1,妈呀真敢说保护,0
真实！,2,真实,0.5
政府每一胎每月补贴2000，至少补一年还差不多,2,政府每一胎每月补贴2000至少补一年还差不多,0
遥遥领先,2,遥遥领先,1
好好好,0,好好好,0
保护,0,保护,0
保护,0,保护,0
保护,0,保护,0
年轻人，棒棒哒，请挺住！,2,年轻人棒棒哒请挺住,0.5
钱  什么都是钱,0,钱  什么都是钱,0
中华几千年的哲学不就是，活着就好？？？对很多人来说，及时行乐已是难得,0,中华几千年的哲学不就是活着就好对很多人来说及时行乐已是难得,1
不怕没未来，毕竟生产力强大，怕的是转化的阵痛是我们承受,2,不怕没未来毕竟生产力强大怕的是转化的阵痛是我们承受,1
遥遥领先,2,遥遥领先,1
6,2,6,0
公务员退休金比普通人高太多,0,公务员退休金比普通人高太多,0.5
啊。？？？？哈哈哈,0,啊哈哈哈,0.5
快乐的哦,0,快乐的哦,0
穷,0,穷,0
天才,2,天才,0
人质,1,人质,0
双重CPU,2,双重CPU,0.5
还真快乐,0,还真快乐,0
多好啊，人越少精英率越高,2,多好啊人越少精英率越高,0.5
干得漂亮,2,干得漂亮,0.5
保护,0,保护,0
我们是冠军,2,我们是冠军,0.5
保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护,0,保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护保护,1
可太快乐了,0,可太快乐了,0
保护,0,保护,0
当然快乐,0,当然快乐,0
说得好！不是个体该考虑的问题,0,说得好不是个体该考虑的问题,0
哈哈哈哈，好事啊，恭喜恭喜,2,哈哈哈哈好事啊恭喜恭喜,1
遥遥领先,2,遥遥领先,1
那是真的快乐！！！,0,那是真的快乐,0
保护,0,保护,0
责任在美方,0,责任在美方,0
保护,0,保护,0
这是社会在进步,2,这是社会在进步,0.5
能让自己过的舒心都很不容易了,0,能让自己过的舒心都很不容易了,0.5
这男女比例也太完蛋了,0,这男女比例也太完蛋了,0
